Seed,UE,X,Y,Z,Distance,AvgCQI,CC1,CC2,CC3,CC4,CC5,CQI_CC1,CQI_CC2,CQI_CC3,CQI_CC4,CQI_CC5,Thr_CC1_Mbps,Thr_CC2_Mbps,Thr_CC3_Mbps,Thr_CC4_Mbps,Thr_CC5_Mbps,TotalThr_Mbps
101,2,21.2002760604419,5.36024225911421,1.5,35.9226099012216,15,1,0,1,1,1,15,15,15,15,15,6.664,0,0,0,0,6.664
101,3,-141.457732056571,-135.45463877208,1.5,197.915383746346,4.8,1,0,1,1,1,5,3,6,6,4,0.252,0,0,2.772,0,3.024
101,4,-98.5435031324691,-108.639228731368,1.5,149.41738195058,9.8,1,0,1,1,1,3,10,10,14,12,0.266,0,0,0,0,0.266
101,5,55.5830945091938,-93.9097721586237,1.5,112.786416301355,11.6,1,0,1,1,1,15,13,8,8,14,3.486,0,12.712,0,0,16.198
101,6,100.169058790823,148.295370346229,1.5,181.211498545662,10.6,1,0,1,1,1,12,7,11,13,10,0.602,0,5.6,0,11.9,18.102
101,7,-57.9101340983287,6.19961900549008,1.5,64.8403339527153,15,1,0,1,1,1,15,15,15,15,15,3.78,0,0,0,0,3.78
101,8,118.083923905019,23.6368606426251,1.5,123.752835385074,13.6,1,0,1,1,1,13,15,15,15,10,0.574,0,0,0,11.816,12.39
101,9,66.4631585304914,70.4457174808146,1.5,100.956428984171,13.4,1,0,1,1,1,11,15,15,12,14,3.458,0,11.424,0,3.024,17.906
101,10,-93.018313738561,12.5885316688781,1.5,98.0975423766758,12.8,1,0,1,1,1,15,13,8,15,13,9.352,0,0,20.468,0,29.82
101,11,16.2682773374361,123.946067302731,1.5,128.216747920624,9.8,1,0,1,1,1,8,5,15,8,13,11.886,0,0,11.186,0,23.072
101,12,-44.3604137920158,92.3760452963751,1.5,106.364609040775,11.8,1,0,1,1,1,13,11,13,7,15,0.602,0,0,0,0,0.602
101,13,-95.4322792019764,-29.1006507918638,1.5,103.761350175265,12.8,1,0,1,1,1,15,12,11,11,15,0.546,0,0,0,0,0.546
101,14,85.6805285593076,-42.8326971537636,1.5,99.9401967161781,13.2,1,0,1,1,1,15,15,13,15,8,6.426,0,0,0,10.36,16.786
101,15,139.644966723591,135.863014413262,1.5,196.905371731426,7.4,1,0,1,1,1,6,6,13,1,11,2.954,0,0,0,0,2.954
101,16,-80.2939014555718,-46.910526632232,1.5,97.2623160318035,13,1,0,1,1,1,15,15,8,13,14,3.486,0,7.91,0,0,11.396
101,17,-124.931569900997,109.529944895498,1.5,168.573295591973,9.4,1,0,1,1,1,8,8,11,11,9,6.776,0,0,14.728,0,21.504
101,18,31.0645266873656,99.0833136596391,1.5,107.678957387618,13.6,1,0,1,1,1,15,13,13,12,15,0.574,0,0,0,0,0.574
101,19,68.6978271862853,11.4484347742672,1.5,75.250967561204,13.8,1,0,1,1,1,15,15,13,13,13,0.518,0,14.966,0,0,15.484
